1377,여자,50,면,계란,과일
1378,남자,20,계란,면,정육
1379,여자,40,반찬,국,메인요리
1380,여자,40,간식,샐러드,과일
1381,남자,10,면,간식,음료
1382,남자,10,과일,과일,계란
1383,여자,30,술,메인요리,국
1384,여자,50,쌀,메인요리,국
1385,남자,40,채소,정육,샐러드
1386,남자,50,술,간식,음료
1387,남자,50,해산물,메인요리,쌀
1388,여자,50,면,계란,과일
1389,남자,10,과일,반찬,음료
1390,여자,50,샐러드,음료,과일
1391,여자,10,채소,계란,음료
1392,남자,10,채소,해산물,음료
1393,여자,50,계란,오일,샐러드
1394,여자,10,정육,정육,쌀
1395,남자,50,술,계란,간식
1396,여자,10,메인요리,간식,음료
1397,여자,40,면,과일,해산물
1398,여자,30,채소,해산물,해산물
1399,남자,40,채소,정육,샐러드
1400,남자,30,해산물,정육,쌀
1401,남자,40,메인요리,간식,음료
1402,여자,10,채소,계란,음료
1403,여자,50,정육,해산물,반찬
1404,남자,50,음료,술,반찬
1405,남자,40,메인요리,간식,음료
1406,여자,20,국,쌀,반찬
1407,여자,10,계란,면,채소
1408,여자,50,샐러드,음료,과일
1409,여자,10,오일,샐러드,음료
1410,여자,50,국,쌀,반찬
